crop_type,crop_growth_stage,soil_type,soil_ph,soil_moisture,organic_carbon,electrical_conductivity,N,P,K,temperature_c,humidity,rainfall_mm,sunlight_hours,wind_speed_kmh,season,irrigation_type,water_source,field_area_hectare,mulching_used,previous_irrigation_mm,region,irrigation_need,water_required_mm
Rice,Flowering,Clay,7.78,44.58,1.08,0.6,80.0,47.0,40.0,14.03,70.39,1803.04,4.32,14.03,Rabi,Canal,River,1.71,No,15.46,South,Medium,11.44
Maize,Flowering,Sandy,6.7,40.71,0.64,2.09,76.0,48.5,20.0,28.37,71.61,1009.98,6.74,9.24,Rabi,Rainfed,Groundwater,3.63,No,113.46,Central,Low,69.99
Maize,Flowering,Silt,5.79,18.41,1.04,3.49,76.0,48.5,20.0,41.39,56.28,2491.26,7.42,7.1,Kharif,Sprinkler,Groundwater,10.88,Yes,35.22,North,Medium,41.07
Maize,Vegetative,Clay,5.84,12.56,1.11,2.1,76.0,48.5,20.0,33.18,80.07,522.6,6.27,3.12,Zaid,Drip,River,7.52,Yes,48.09,East,Medium,44.07
Cotton,Vegetative,Loamy,5.46,8.03,0.7,1.81,117.0,46.0,19.0,40.82,53.68,596.25,9.18,10.66,Rabi,Canal,River,0.4,Yes,56.37,Central,Medium,54.78
Cotton,Vegetative,Silt,5.24,42.67,0.87,0.98,117.0,46.0,19.0,31.25,63.62,1302.21,8.17,1.2,Rabi,Canal,Groundwater,8.27,Yes,7.78,West,Low,4.04
Cotton,Sowing,Silt,5.81,28.64,0.77,0.87,117.0,46.0,19.0,36.28,35.93,1940.26,7.37,18.14,Rabi,Canal,River,11.69,No,90.45,North,Low,55.58
Maize,Sowing,Sandy,6.4,29.39,0.91,0.34,76.0,48.5,20.0,32.48,78.3,1719.18,4.48,19.96,Kharif,Sprinkler,Reservoir,3.61,No,72.01,East,Low,42.47
Maize,Harvest,Loamy,5.97,62.93,0.96,0.14,76.0,48.5,20.0,33.21,49.73,1882.46,9.71,4.76,Rabi,Rainfed,Reservoir,3.4,No,36.62,South,Low,10.99
Maize,Vegetative,Silt,8.16,61.36,1.02,0.47,76.0,48.5,20.0,35.09,31.0,1243.07,4.99,16.26,Rabi,Canal,River,12.82,No,107.23,South,Medium,68.02
Rice,Vegetative,Silt,6.45,56.34,0.73,2.08,80.0,47.0,40.0,27.71,65.76,352.94,9.56,5.76,Kharif,Sprinkler,Rainwater,9.92,Yes,114.22,East,Low,58.82
Rice,Vegetative,Loamy,5.41,60.46,0.91,2.98,80.0,47.0,40.0,18.52,74.49,1355.99,8.73,13.17,Rabi,Canal,Groundwater,13.51,Yes,108.78,Central,Low,41.45
Maize,Harvest,Clay,7.21,50.3,0.58,2.4,76.0,48.5,20.0,20.12,43.36,575.17,6.42,13.42,Zaid,Rainfed,River,14.34,Yes,59.14,South,Low,17.86
Cotton,Flowering,Sandy,8.14,47.68,1.21,0.78,117.0,46.0,19.0,36.35,36.16,2163.42,5.84,6.21,Zaid,Canal,Groundwater,8.68,No,118.96,North,Medium,105.72
Cotton,Sowing,Sandy,5.13,48.83,0.66,0.26,117.0,46.0,19.0,21.37,54.88,554.75,6.09,18.9,Rabi,Drip,River,5.77,Yes,44.32,South,Low,19.66
Cotton,Vegetative,Sandy,4.93,47.77,1.31,2.52,117.0,46.0,19.0,12.27,30.14,268.68,6.17,7.16,Kharif,Canal,Reservoir,2.28,Yes,0.9,North,Medium,0.68
Rice,Harvest,Silt,5.26,52.78,0.63,1.87,80.0,47.0,40.0,38.96,85.22,846.36,10.78,12.7,Zaid,Canal,Reservoir,13.29,Yes,87.35,North,Low,30.82
Maize,Sowing,Clay,6.86,20.46,0.57,3.17,76.0,48.5,20.0,21.12,88.45,1430.63,7.77,15.45,Rabi,Canal,Reservoir,15.0,No,88.82,East,Medium,71.89
Rice,Flowering,Sandy,7.46,64.4,1.03,0.56,80.0,47.0,40.0,21.74,79.98,255.91,6.37,18.33,Rabi,Sprinkler,Reservoir,3.87,No,57.68,East,Medium,47.54
Rice,Harvest,Sandy,6.62,12.34,0.51,2.44,80.0,47.0,40.0,22.74,49.34,652.4,5.19,7.88,Rabi,Canal,Groundwater,8.99,No,85.41,West,Low,34.56
Cotton,Flowering,Silt,6.42,42.41,1.1,3.46,117.0,46.0,19.0,31.63,28.53,2472.72,6.22,18.9,Rabi,Rainfed,Rainwater,11.53,Yes,99.85,East,Medium,89.35
Rice,Vegetative,Loamy,7.84,11.86,1.24,2.1,80.0,47.0,40.0,15.99,92.32,242.04,9.07,0.83,Kharif,Drip,Reservoir,9.59,Yes,57.96,South,Medium,57.5
Rice,Vegetative,Clay,6.89,47.83,0.48,0.2,80.0,47.0,40.0,15.83,60.42,1238.54,7.01,17.93,Zaid,Rainfed,Rainwater,10.55,No,91.27,South,Medium,55.05
Cotton,Harvest,Silt,7.95,17.25,1.22,1.24,117.0,46.0,19.0,14.65,67.65,133.35,5.16,4.13,Kharif,Rainfed,Groundwater,11.06,Yes,85.47,West,Medium,63.78
Cotton,Vegetative,Clay,6.53,17.76,1.05,2.78,117.0,46.0,19.0,40.69,34.27,875.29,10.35,5.26,Kharif,Canal,Groundwater,10.49,No,109.25,South,Medium,106.16
Rice,Sowing,Sandy,8.06,21.29,0.64,0.16,80.0,47.0,40.0,33.81,54.78,226.24,4.33,2.47,Kharif,Sprinkler,River,4.57,No,45.68,Central,Medium,54.33
Maize,Flowering,Clay,5.29,51.17,0.43,0.15,76.0,48.5,20.0,38.91,29.79,95.17,6.18,0.99,Zaid,Drip,River,9.16,No,29.72,West,Medium,37.6
Cotton,Flowering,Silt,5.76,52.62,0.39,0.85,117.0,46.0,19.0,30.81,52.98,1319.98,7.11,3.14,Rabi,Sprinkler,Rainwater,7.32,Yes,57.5,North,Low,32.35
Rice,Sowing,Sandy,5.75,50.53,0.59,1.37,80.0,47.0,40.0,22.94,42.76,1336.59,8.92,18.06,Kharif,Canal,Groundwater,9.1,No,106.78,East,Low,47.33
Maize,Flowering,Silt,6.18,10.88,0.87,2.17,76.0,48.5,20.0,15.03,86.37,2451.79,4.72,9.73,Zaid,Sprinkler,Rainwater,14.48,Yes,60.36,Central,Medium,55.1
Maize,Harvest,Loamy,8.2,58.87,0.92,3.45,76.0,48.5,20.0,25.83,37.85,1094.35,8.78,8.2,Kharif,Drip,River,9.8,No,56.93,West,Low,16.66
Rice,Sowing,Loamy,6.77,39.54,1.22,0.29,80.0,47.0,40.0,29.49,80.7,1701.6,9.64,8.66,Kharif,Canal,Reservoir,5.38,No,58.34,East,Low,30.64
Maize,Vegetative,Silt,6.29,63.65,0.38,2.48,76.0,48.5,20.0,25.96,87.76,1729.54,8.02,10.41,Rabi,Drip,Reservoir,5.32,Yes,18.99,South,Low,7.53
Rice,Vegetative,Silt,6.54,35.82,0.85,2.79,80.0,47.0,40.0,39.94,34.97,1284.83,9.73,19.82,Zaid,Sprinkler,Groundwater,1.42,Yes,97.66,South,Medium,83.31
Rice,Flowering,Sandy,5.68,11.29,0.35,0.52,80.0,47.0,40.0,16.83,90.83,1018.38,5.49,10.6,Rabi,Rainfed,Groundwater,5.76,No,21.38,North,Medium,19.91
Rice,Harvest,Clay,5.83,47.85,1.52,3.01,80.0,47.0,40.0,41.51,30.88,1199.42,8.53,8.32,Rabi,Sprinkler,Rainwater,8.66,No,105.21,East,Low,39.36
Cotton,Harvest,Loamy,8.09,37.94,0.93,0.81,117.0,46.0,19.0,28.95,91.19,991.32,8.73,15.88,Kharif,Sprinkler,Rainwater,7.35,No,30.32,West,Low,11.25
Cotton,Sowing,Silt,8.01,55.58,0.88,2.29,117.0,46.0,19.0,38.15,54.68,2107.21,5.66,3.52,Rabi,Canal,River,12.42,Yes,104.06,East,Low,50.58
Rice,Vegetative,Silt,7.89,34.77,1.09,0.76,80.0,47.0,40.0,22.38,35.91,217.84,4.48,14.38,Zaid,Sprinkler,Rainwater,0.56,No,4.91,Central,Medium,4.71
Cotton,Flowering,Silt,4.82,12.37,1.52,2.26,117.0,46.0,19.0,30.58,67.98,1695.23,5.43,13.05,Kharif,Drip,Reservoir,1.9,No,18.91,North,High,26.32
Cotton,Flowering,Clay,7.56,48.24,0.85,0.25,117.0,46.0,19.0,25.47,28.3,1486.18,10.97,10.43,Rabi,Sprinkler,Reservoir,5.6,No,63.98,Central,Medium,51.02
Rice,Sowing,Silt,8.02,30.44,1.35,3.48,80.0,47.0,40.0,18.08,66.6,1580.55,5.64,3.18,Zaid,Rainfed,River,9.62,No,70.87,West,Low,35.89
Rice,Sowing,Clay,8.07,49.03,0.64,1.2,80.0,47.0,40.0,27.73,82.86,1919.18,8.22,4.91,Zaid,Sprinkler,River,8.18,No,73.77,West,Low,34.82
Maize,Vegetative,Clay,4.85,30.52,1.18,0.97,76.0,48.5,20.0,39.81,30.4,1096.72,8.58,5.07,Rabi,Canal,Groundwater,2.48,No,91.13,South,Medium,81.25
Maize,Sowing,Silt,6.33,20.98,0.6,0.16,76.0,48.5,20.0,19.92,82.97,2176.63,7.51,6.82,Kharif,Canal,Rainwater,14.69,Yes,63.68,South,Low,35.48
Maize,Sowing,Silt,7.29,8.69,1.18,2.17,76.0,48.5,20.0,21.54,82.44,2224.15,5.77,16.3,Rabi,Sprinkler,Reservoir,1.59,No,10.11,Central,Medium,8.25
Rice,Sowing,Silt,6.63,60.34,1.38,2.77,80.0,47.0,40.0,38.41,58.21,768.53,9.48,16.4,Kharif,Sprinkler,River,10.63,Yes,1.39,Central,Low,0.64
Cotton,Sowing,Loamy,5.38,42.07,0.43,1.65,117.0,46.0,19.0,12.71,35.33,1922.28,7.89,11.06,Rabi,Rainfed,Rainwater,4.14,Yes,96.13,West,Low,42.49
Cotton,Vegetative,Sandy,7.7,30.71,0.73,2.73,117.0,46.0,19.0,29.7,86.8,469.3,9.94,5.47,Rabi,Canal,Reservoir,8.39,No,46.34,South,Low,27.84
Maize,Sowing,Clay,6.55,56.06,1.26,1.79,76.0,48.5,20.0,39.1,84.15,1390.51,5.99,13.33,Kharif,Rainfed,Rainwater,7.08,Yes,35.48,East,Low,17.3
Maize,Harvest,Loamy,6.88,57.11,1.58,0.6,76.0,48.5,20.0,33.88,40.52,282.21,5.55,18.93,Zaid,Canal,Reservoir,10.81,No,99.38,West,Medium,57.12
Cotton,Flowering,Loamy,6.06,33.72,0.68,0.26,117.0,46.0,19.0,31.57,54.57,270.03,9.22,10.88,Rabi,Sprinkler,Groundwater,8.8,Yes,98.59,East,Medium,120.21
Rice,Harvest,Clay,5.38,30.89,1.41,3.14,80.0,47.0,40.0,24.42,86.07,1033.0,10.13,7.58,Kharif,Rainfed,River,8.33,No,33.6,North,Low,12.67
Maize,Vegetative,Silt,5.98,43.59,1.33,2.61,76.0,48.5,20.0,32.68,43.34,979.75,9.51,9.93,Zaid,Drip,Reservoir,0.9,Yes,12.58,South,Low,6.56
Rice,Harvest,Loamy,6.27,46.72,0.84,2.21,80.0,47.0,40.0,36.88,47.93,2128.64,7.44,9.98,Zaid,Drip,River,4.39,No,48.83,East,Low,17.97
Rice,Sowing,Sandy,6.45,10.31,0.37,0.84,80.0,47.0,40.0,25.25,44.5,2013.75,4.93,17.02,Rabi,Drip,Reservoir,14.73,No,110.24,Central,Medium,93.39
Rice,Flowering,Silt,7.5,45.4,1.58,3.25,80.0,47.0,40.0,16.88,87.52,1888.2,7.2,16.5,Kharif,Drip,Rainwater,6.35,No,44.23,North,Medium,33.16
Rice,Vegetative,Loamy,7.55,55.31,1.2,3.49,80.0,47.0,40.0,32.0,92.92,1830.48,4.88,10.23,Kharif,Canal,Reservoir,1.3,No,87.52,West,Medium,57.64
Cotton,Sowing,Sandy,5.61,19.43,0.54,1.41,117.0,46.0,19.0,21.54,45.15,1487.11,5.83,4.82,Kharif,Sprinkler,Rainwater,5.01,Yes,72.67,East,Low,41.5
Cotton,Sowing,Silt,5.56,58.67,0.34,3.0,117.0,46.0,19.0,16.19,82.06,1684.86,9.25,0.52,Rabi,Rainfed,River,2.71,Yes,6.18,West,Low,2.34
Rice,Harvest,Loamy,6.52,26.37,1.42,3.03,80.0,47.0,40.0,35.83,72.49,1792.33,4.34,7.41,Rabi,Sprinkler,Groundwater,4.01,No,57.92,South,Low,25.28
Cotton,Vegetative,Silt,5.69,8.76,0.82,0.89,117.0,46.0,19.0,21.72,43.42,2278.41,10.89,0.85,Kharif,Rainfed,Rainwater,9.9,No,97.45,North,Medium,79.64
Cotton,Vegetative,Sandy,4.83,56.07,0.64,0.42,117.0,46.0,19.0,12.66,47.29,1587.86,5.92,1.29,Rabi,Sprinkler,River,0.94,No,106.03,South,Low,40.78
Cotton,Vegetative,Sandy,7.0,61.68,1.03,3.42,117.0,46.0,19.0,29.14,59.2,688.92,6.24,1.07,Rabi,Sprinkler,Rainwater,5.91,No,52.05,West,Low,21.78
Maize,Flowering,Silt,6.54,45.37,0.85,1.55,76.0,48.5,20.0,19.4,80.42,207.54,5.74,17.66,Zaid,Drip,Reservoir,0.37,No,68.61,South,Medium,70.07
Maize,Sowing,Clay,6.31,21.19,1.15,0.11,76.0,48.5,20.0,37.24,86.06,1080.21,8.22,3.3,Rabi,Sprinkler,River,6.39,Yes,103.84,West,Low,68.31
Cotton,Vegetative,Sandy,6.74,34.6,1.21,2.21,117.0,46.0,19.0,25.04,75.51,704.75,4.65,10.06,Zaid,Sprinkler,River,12.53,No,72.25,East,Medium,54.22
Cotton,Sowing,Clay,5.27,16.53,0.55,3.31,117.0,46.0,19.0,32.69,76.88,2496.86,8.65,2.88,Zaid,Rainfed,Groundwater,2.62,Yes,94.93,West,Low,60.47
Maize,Vegetative,Clay,6.74,55.08,0.73,3.21,76.0,48.5,20.0,28.46,67.35,1047.19,6.31,18.24,Zaid,Drip,Groundwater,9.14,Yes,10.54,West,Low,4.71
Rice,Flowering,Silt,7.75,24.6,0.87,3.3,80.0,47.0,40.0,35.73,40.6,540.79,7.06,5.01,Zaid,Sprinkler,River,3.99,No,9.33,South,Medium,10.11
Cotton,Sowing,Silt,6.78,54.09,1.55,0.21,117.0,46.0,19.0,25.76,91.51,411.39,10.65,18.88,Zaid,Rainfed,River,7.81,No,49.88,South,Low,24.49
Maize,Vegetative,Silt,6.06,32.37,0.8,0.87,76.0,48.5,20.0,18.46,80.61,2049.01,4.49,0.55,Rabi,Sprinkler,Rainwater,3.93,No,110.7,East,Low,55.37
Maize,Harvest,Silt,5.11,28.81,1.15,0.74,76.0,48.5,20.0,41.97,61.79,1533.3,7.09,19.45,Zaid,Sprinkler,Groundwater,11.93,No,113.85,East,Low,50.54
Maize,Vegetative,Loamy,6.36,53.73,0.84,2.82,76.0,48.5,20.0,24.16,90.31,1367.96,5.15,9.93,Rabi,Rainfed,Rainwater,7.76,Yes,118.65,Central,Low,51.54
Rice,Flowering,Silt,6.14,38.18,1.54,1.52,80.0,47.0,40.0,30.61,34.89,2378.6,5.01,17.64,Rabi,Sprinkler,Groundwater,11.72,Yes,60.66,South,Medium,55.88
Maize,Sowing,Clay,8.06,56.15,0.38,0.57,76.0,48.5,20.0,20.65,44.67,1046.47,10.13,1.5,Kharif,Rainfed,Reservoir,12.49,No,111.45,West,Low,45.52
Cotton,Vegetative,Sandy,5.64,19.16,1.2,0.7,117.0,46.0,19.0,20.38,58.08,960.54,6.54,10.4,Kharif,Drip,Reservoir,1.87,Yes,48.81,South,Medium,39.34
Cotton,Sowing,Silt,5.98,61.14,1.22,1.72,117.0,46.0,19.0,18.75,82.41,2373.73,10.54,5.46,Kharif,Rainfed,Groundwater,14.58,No,35.18,Central,Low,13.33
Maize,Sowing,Silt,6.31,24.23,1.49,3.3,76.0,48.5,20.0,14.01,89.68,1916.48,9.94,13.83,Zaid,Sprinkler,Reservoir,14.56,Yes,113.16,North,Low,58.28
Cotton,Harvest,Silt,5.89,26.11,0.85,2.34,117.0,46.0,19.0,14.91,77.96,368.18,7.71,9.08,Rabi,Canal,Groundwater,5.49,No,92.26,West,Low,38.03
Cotton,Flowering,Clay,7.14,50.63,0.34,0.69,117.0,46.0,19.0,38.97,37.35,1577.41,6.65,1.28,Zaid,Drip,Reservoir,2.28,Yes,11.37,North,Low,7.03
Cotton,Harvest,Silt,5.73,39.74,0.84,1.53,117.0,46.0,19.0,24.82,27.68,1491.38,6.54,14.19,Zaid,Drip,Reservoir,13.33,Yes,28.17,East,Low,9.87
Cotton,Vegetative,Sandy,4.98,25.52,0.8,2.14,117.0,46.0,19.0,36.52,48.72,1748.03,5.69,17.02,Rabi,Drip,Rainwater,2.62,No,60.07,South,Medium,54.2
Rice,Harvest,Clay,4.97,47.44,1.08,1.0,80.0,47.0,40.0,37.14,75.95,139.07,9.02,2.88,Kharif,Drip,Rainwater,14.25,No,56.68,South,Medium,41.4
Maize,Vegetative,Sandy,6.0,16.63,0.84,0.43,76.0,48.5,20.0,20.14,52.46,246.55,8.45,12.41,Rabi,Rainfed,Groundwater,11.13,No,85.4,West,High,114.74
Rice,Harvest,Loamy,5.87,30.83,1.51,2.01,80.0,47.0,40.0,28.8,52.57,945.51,10.59,13.32,Zaid,Sprinkler,River,9.84,Yes,112.87,East,Low,44.47
Rice,Flowering,Silt,6.47,35.52,1.04,2.22,80.0,47.0,40.0,24.54,66.32,1989.28,7.2,12.52,Rabi,Rainfed,Rainwater,1.21,No,65.25,West,Medium,58.0
Maize,Harvest,Loamy,5.89,28.27,1.47,0.8,76.0,48.5,20.0,27.27,87.5,1768.45,6.91,17.77,Zaid,Drip,River,0.9,No,99.32,South,Low,39.38
Rice,Sowing,Loamy,5.85,47.13,1.53,2.19,80.0,47.0,40.0,41.15,67.32,1996.15,9.04,3.86,Rabi,Rainfed,Reservoir,12.64,Yes,3.71,South,Low,2.0
Cotton,Sowing,Loamy,8.11,20.3,1.46,2.3,117.0,46.0,19.0,13.75,60.35,1152.12,6.51,18.33,Zaid,Canal,Rainwater,8.23,No,16.81,Central,Medium,12.75
Rice,Sowing,Sandy,6.76,40.22,0.48,2.46,80.0,47.0,40.0,16.67,61.68,1962.96,6.93,7.04,Rabi,Canal,Rainwater,10.39,Yes,93.03,Central,Low,42.6
Rice,Harvest,Sandy,7.12,57.28,0.75,0.34,80.0,47.0,40.0,13.86,94.75,95.0,5.98,12.21,Rabi,Sprinkler,Reservoir,3.95,No,0.24,East,Medium,0.13
Maize,Harvest,Silt,7.23,24.27,1.11,0.66,76.0,48.5,20.0,19.54,28.43,738.0,7.54,14.86,Rabi,Drip,River,6.99,Yes,83.56,South,Low,31.63
Rice,Harvest,Silt,5.02,49.31,0.87,0.68,80.0,47.0,40.0,26.21,38.36,227.76,6.58,0.74,Zaid,Sprinkler,Rainwater,10.41,No,39.92,North,Low,16.91
Cotton,Vegetative,Silt,7.31,11.44,0.66,3.37,117.0,46.0,19.0,18.93,73.86,2496.98,8.83,19.3,Rabi,Drip,Rainwater,14.41,Yes,33.41,East,Medium,26.52
Maize,Harvest,Silt,5.52,53.46,0.58,0.41,76.0,48.5,20.0,16.04,67.22,2346.67,4.09,9.66,Zaid,Rainfed,Rainwater,5.36,Yes,52.45,East,Low,14.68
Rice,Sowing,Clay,7.67,9.31,1.08,3.33,80.0,47.0,40.0,13.82,77.64,1065.22,8.51,1.06,Rabi,Rainfed,River,5.45,No,22.97,West,Low,12.23
Rice,Vegetative,Sandy,6.37,57.15,0.91,2.98,80.0,47.0,40.0,40.83,70.25,2232.82,4.86,4.91,Zaid,Sprinkler,Reservoir,1.1,Yes,29.32,West,Low,14.24
Cotton,Sowing,Silt,5.54,16.99,0.74,3.01,117.0,46.0,19.0,32.79,86.23,2237.95,8.0,19.74,Rabi,Drip,Groundwater,13.12,Yes,94.38,North,Medium,85.96
Maize,Vegetative,Sandy,5.25,37.31,0.79,2.32,76.0,48.5,20.0,16.55,76.31,360.91,8.75,6.91,Zaid,Drip,Groundwater,12.39,No,79.75,North,Low,43.74
Maize,Harvest,Silt,5.05,34.08,1.56,2.58,76.0,48.5,20.0,22.96,68.37,2298.27,10.39,13.52,Rabi,Rainfed,Groundwater,14.94,No,75.13,South,Low,27.17
Cotton,Vegetative,Clay,5.48,27.42,0.6,3.43,117.0,46.0,19.0,41.54,28.12,2246.3,9.3,13.65,Rabi,Sprinkler,Reservoir,7.62,No,110.59,Central,Medium,101.33
Rice,Sowing,Clay,6.65,32.97,0.31,2.05,80.0,47.0,40.0,31.72,84.84,1941.87,10.06,2.64,Rabi,Rainfed,Groundwater,4.89,Yes,88.2,North,Low,50.12
Rice,Flowering,Loamy,5.23,28.46,1.59,2.45,80.0,47.0,40.0,12.66,37.63,1290.39,4.48,19.72,Kharif,Rainfed,Rainwater,2.57,No,112.23,South,Medium,95.76
Maize,Sowing,Loamy,5.79,40.27,1.28,0.81,76.0,48.5,20.0,12.56,70.05,803.09,4.81,15.13,Rabi,Canal,Groundwater,8.14,Yes,66.91,North,Low,30.07
Rice,Sowing,Loamy,5.53,64.35,0.83,2.1,80.0,47.0,40.0,17.03,91.41,1351.64,5.78,5.59,Zaid,Rainfed,Groundwater,1.55,No,109.0,South,Low,39.09
Rice,Harvest,Loamy,6.05,57.39,1.39,2.22,80.0,47.0,40.0,24.53,46.25,1476.46,4.59,7.5,Zaid,Rainfed,River,1.01,No,36.0,Central,Low,10.57
Rice,Vegetative,Silt,6.13,9.24,1.47,2.09,80.0,47.0,40.0,27.91,88.08,1655.19,9.16,13.75,Rabi,Rainfed,Groundwater,5.22,No,16.39,North,Medium,14.25
Rice,Harvest,Clay,8.12,46.73,0.51,1.25,80.0,47.0,40.0,21.5,68.91,2017.12,5.68,8.88,Zaid,Sprinkler,River,4.13,No,74.01,West,Low,23.49
Cotton,Sowing,Sandy,5.62,54.6,0.53,1.77,117.0,46.0,19.0,18.7,87.35,423.46,7.75,2.94,Kharif,Drip,Groundwater,6.63,No,95.25,South,Low,42.77
Cotton,Sowing,Silt,5.71,55.2,1.29,3.0,117.0,46.0,19.0,21.18,83.91,2115.66,4.26,6.96,Rabi,Rainfed,River,6.83,Yes,25.99,Central,Low,10.78
Maize,Sowing,Clay,6.52,44.4,1.39,1.82,76.0,48.5,20.0,34.09,27.63,1390.37,5.38,0.65,Rabi,Rainfed,Reservoir,7.15,No,41.75,South,Low,21.88
Rice,Sowing,Silt,7.44,59.2,0.42,1.89,80.0,47.0,40.0,18.17,69.74,1138.29,6.51,10.86,Zaid,Rainfed,Reservoir,12.48,No,76.83,Central,Low,29.57
Cotton,Sowing,Sandy,7.72,43.9,1.03,0.79,117.0,46.0,19.0,20.98,53.23,1905.4,5.28,14.08,Zaid,Sprinkler,Reservoir,12.28,No,15.42,East,Low,7.14
Cotton,Sowing,Sandy,7.14,11.12,0.49,2.62,117.0,46.0,19.0,39.59,83.17,777.41,9.92,18.43,Rabi,Canal,Rainwater,9.67,No,103.48,East,Medium,100.2
Cotton,Sowing,Clay,5.01,42.98,1.41,0.47,117.0,46.0,19.0,13.9,35.27,768.33,6.65,16.15,Rabi,Rainfed,Groundwater,8.33,No,40.71,Central,Low,17.84
Maize,Flowering,Clay,4.83,36.99,0.85,2.86,76.0,48.5,20.0,13.54,93.69,1419.36,9.8,19.25,Zaid,Drip,Groundwater,9.77,No,4.89,East,Medium,3.88
Rice,Sowing,Sandy,5.92,49.95,0.42,1.0,80.0,47.0,40.0,28.4,36.25,1639.17,9.1,5.58,Kharif,Canal,Reservoir,11.42,No,57.45,East,Low,27.04
Maize,Harvest,Sandy,6.32,43.0,0.42,2.12,76.0,48.5,20.0,15.36,37.61,2200.49,9.79,12.43,Zaid,Canal,Groundwater,3.85,Yes,53.48,Central,Low,16.47
Maize,Flowering,Loamy,8.16,54.46,1.52,3.06,76.0,48.5,20.0,33.79,28.34,1143.04,4.16,19.54,Rabi,Drip,Groundwater,2.58,Yes,81.97,West,Medium,66.45
Cotton,Flowering,Clay,5.57,56.65,0.97,0.47,117.0,46.0,19.0,27.84,45.39,98.04,5.0,15.53,Kharif,Rainfed,River,5.94,No,103.28,Central,Medium,111.2
Maize,Harvest,Silt,7.05,12.4,0.9,0.81,76.0,48.5,20.0,23.58,85.25,2259.77,9.32,14.05,Rabi,Rainfed,Groundwater,3.04,Yes,9.48,East,Low,3.87
Maize,Flowering,Sandy,7.91,47.17,1.2,0.56,76.0,48.5,20.0,35.17,70.01,2268.49,6.61,4.1,Rabi,Rainfed,River,3.8,No,9.83,East,Medium,8.69
Cotton,Flowering,Sandy,6.73,39.5,1.44,0.35,117.0,46.0,19.0,40.41,62.42,2389.33,8.23,6.95,Rabi,Rainfed,Groundwater,11.11,Yes,66.22,South,Low,45.95
Cotton,Sowing,Loamy,5.73,31.22,0.86,1.74,117.0,46.0,19.0,40.83,59.62,266.06,8.4,16.37,Rabi,Sprinkler,Rainwater,11.79,Yes,65.49,Central,Medium,73.59
Cotton,Sowing,Silt,7.82,9.51,0.66,1.62,117.0,46.0,19.0,13.17,80.39,2216.44,10.01,11.09,Zaid,Rainfed,Reservoir,10.07,Yes,35.01,South,Low,18.64
Cotton,Sowing,Silt,6.51,51.65,1.27,2.89,117.0,46.0,19.0,34.53,29.43,1708.01,8.77,10.55,Kharif,Drip,River,8.88,Yes,116.71,North,Low,57.2
Cotton,Harvest,Clay,5.9,29.61,0.36,0.32,117.0,46.0,19.0,19.01,38.31,1890.95,5.12,6.82,Rabi,Canal,Rainwater,12.78,Yes,3.09,North,Low,1.11
Cotton,Vegetative,Sandy,5.25,24.64,0.86,0.26,117.0,46.0,19.0,35.67,46.32,1417.61,5.15,6.93,Zaid,Rainfed,River,5.43,Yes,107.0,East,Medium,96.49
Maize,Vegetative,Clay,7.75,58.96,1.09,2.1,76.0,48.5,20.0,38.55,55.83,1739.87,8.12,8.49,Zaid,Sprinkler,Groundwater,9.48,Yes,1.94,East,Low,0.91
Maize,Flowering,Loamy,5.16,34.51,0.56,1.82,76.0,48.5,20.0,19.57,70.77,1948.84,5.92,19.65,Rabi,Sprinkler,Reservoir,2.43,No,30.98,Central,Medium,26.39
Maize,Sowing,Silt,7.55,11.25,1.55,1.96,76.0,48.5,20.0,36.88,86.61,2118.82,7.23,3.06,Kharif,Sprinkler,Groundwater,5.18,No,115.85,Central,Medium,109.52
Rice,Sowing,Silt,5.19,34.44,0.81,1.75,80.0,47.0,40.0,12.31,86.07,2076.86,9.98,18.38,Kharif,Drip,Groundwater,6.97,Yes,20.68,South,Low,9.79
Cotton,Flowering,Clay,6.36,56.34,0.82,0.47,117.0,46.0,19.0,27.54,69.82,1416.4,7.15,11.2,Rabi,Canal,Groundwater,2.42,No,64.04,East,Medium,47.97
Cotton,Sowing,Loamy,6.6,38.49,1.42,2.02,117.0,46.0,19.0,13.26,67.52,849.37,6.76,17.05,Zaid,Drip,Rainwater,12.62,No,13.46,West,Low,6.15
Cotton,Harvest,Clay,4.92,15.44,0.38,2.57,117.0,46.0,19.0,24.48,58.32,740.37,8.18,8.23,Zaid,Sprinkler,Reservoir,10.72,Yes,21.15,West,Low,8.71
Rice,Vegetative,Loamy,6.28,38.06,0.46,1.62,80.0,47.0,40.0,23.66,46.71,358.97,9.73,16.92,Kharif,Sprinkler,Reservoir,11.68,Yes,94.0,South,Low,55.28
Cotton,Flowering,Loamy,5.8,37.33,1.12,0.99,117.0,46.0,19.0,15.35,63.37,1418.79,5.21,2.58,Kharif,Drip,Reservoir,11.73,No,46.21,Central,Low,25.68
Cotton,Sowing,Sandy,6.65,12.99,0.58,3.19,117.0,46.0,19.0,15.42,27.26,1562.29,8.77,2.34,Zaid,Canal,Reservoir,13.06,Yes,11.12,North,Low,5.95
Maize,Vegetative,Clay,5.36,23.02,1.06,0.89,76.0,48.5,20.0,36.43,29.33,2196.68,7.56,2.57,Kharif,Rainfed,Rainwater,10.49,No,62.69,South,Medium,57.66
